Agency_Code,Unique_Investment_Identifier,Business Case ID,Agency,Investment Title,Project_ID,Project_Name,Project Description,Start_Date,Completion_Date,Duration,Planned_Completion_Date,Planned_Duration,Projected/Actual Project Completion Date (B2),Lifecycle_Cost,Planned_Cost,Actual_Cost,Updated Date,Updated Time,Column
26,026-000002411,32,National Aeronautics and Space Administration(26),Integrated Collaborative Environment,737,FY11 Operational Support,Project item to closeout FY11 O&M milestones currently reporting on the IT Dashboard.,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,13,13,13,30/11/2011,6:56:18,
26,026-000000001,46,National Aeronautics and Space Administration(26),NASA IT Infrastructure,1517,ESD,Enterprise Service Desk.,2009-01-05T00:00:00Z,2011-01-11T00:00:00Z,736,2011-09-29T00:00:00Z,996,2011-01-11T00:00:00Z,8.615,8.615,8.615,30/11/2011,14:04:55,
26,026-000000001,46,National Aeronautics and Space Administration(26),NASA IT Infrastructure,1520,NDC FY11 O&M,NASA Data Center Steady State (included to close out for FY11).,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,10.846,10.846,7.377,30/11/2011,14:04:55,
26,026-000000001,46,National Aeronautics and Space Administration(26),NASA IT Infrastructure,1519,SOC FY11 O&M,NASA Security Operations Center Steady State (included to close out for FY11).,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,6.292,6.292,6.292,30/11/2011,14:04:55,
26,026-000000001,46,National Aeronautics and Space Administration(26),NASA IT Infrastructure,1516,NEDC/IDAMS,NASA Enterprise Data Center/IT Discovery and Applications Management Service.,2009-01-03T00:00:00Z,2011-09-30T00:00:00Z,999,2011-09-30T00:00:00Z,999,2011-09-30T00:00:00Z,5.007,5.007,5.036,30/11/2011,14:04:55,
26,026-000000002,869,National Aeronautics and Space Administration(26),"Nebula(TM), Formerly NASA Cloud Services, Powered by Nebula(TM)",805,FY11 Nebula Cloud Services O&M,"FY11 Operations, including feature improvements for IaaS.",2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,2.616,2.616,2.616,25/11/2011,10:54:36,
26,026-000002411,32,National Aeronautics and Space Administration(26),Integrated Collaborative Environment,735,Complete Hardware Refresh with a more virtualized environment,Complete Hardware Refresh with a more virtualized environment.,2011-01-06T00:00:00Z,2012-01-01T00:00:00Z,360,2012-01-01T00:00:00Z,360,2012-11-03T00:00:00Z,1.5,1.5,1.5,29/03/2012,5:35:46,
26,026-000000002,869,National Aeronautics and Space Administration(26),"Nebula(TM), Formerly NASA Cloud Services, Powered by Nebula(TM)",806,FY11 Nebula Cloud Services DME,FY11 Develop and Enhance Iaas Services.,2010-01-10T00:00:00Z,2011-11-30T00:00:00Z,689,2011-11-30T00:00:00Z,689,2011-11-30T00:00:00Z,0.945,0.945,0.945,27/10/2011,10:42:19,
26,026-000000002,869,National Aeronautics and Space Administration(26),"Nebula(TM), Formerly NASA Cloud Services, Powered by Nebula(TM)",804,FY11 Nebula Services for Science Mission,FY11 Nebula Services provided to Science Mission/HEC applications.,2011-01-07T00:00:00Z,2011-10-30T00:00:00Z,295,2011-10-30T00:00:00Z,295,2011-10-30T00:00:00Z,0.928,0.928,0.928,25/11/2011,10:54:36,
26,026-000002411,32,National Aeronautics and Space Administration(26),Integrated Collaborative Environment,736,Upgrade all COTS products to the current version,Upgrade all COTS products to the current version.,2011-01-07T00:00:00Z,2012-06-30T00:00:00Z,539,2012-06-30T00:00:00Z,539,2012-06-30T00:00:00Z,0.5,0.5,0.5,27/04/2012,6:02:56,
26,026-000002411,32,National Aeronautics and Space Administration(26),Integrated Collaborative Environment,734,Integration with the Security Operations Center,Integration with the Security Operations Center.,2011-01-06T00:00:00Z,2012-02-01T00:00:00Z,391,2012-02-01T00:00:00Z,391,2012-11-03T00:00:00Z,0.25,0.25,0.25,29/03/2012,5:35:46,
26,026-000000002,869,National Aeronautics and Space Administration(26),"Nebula(TM), Formerly NASA Cloud Services, Powered by Nebula(TM)",807,FY12 Nebula Cloud Services DME,FY12 Final Nebula development acquisition.,2012-01-04T00:00:00Z,2012-09-30T00:00:00Z,269,,,,0.2,0.2,0.2,27/10/2011,10:42:19,
27,027-000000019,598,Office of Personnel Management(27),EPIC Operations and Maintenance (O &amp; M),229,Maintenance Prior to 2012,This project tracks all of the EPIC O&M maintenance work prior to 2012.,2008-01-10T00:00:00Z,2011-09-30T00:00:00Z,1358,2011-09-30T00:00:00Z,1358,2011-09-30T00:00:00Z,101.548,48.562,45.729,25/01/2012,8:47:11,
27,027-999991219,596,Office of Personnel Management(27),EHRI electronic Official Personnel Folder (eOPF),268,Electronic Official Personnel Folder (eOPF),"eOPF is a web-based application that is capable of storing, processing, and displaying the OPFs of all current, separated, and retired Federal Employees. When fully implemented, the eOPF will cover the entire Executive Branch with a total user population of more than 1.9M. EHRI provides the eOPF application through a fee-for-service arrangement with implementing agencies. This project includes Assessments, Implementations, software licenses, and backfile conversion.",2004-01-10T00:00:00Z,2016-09-30T00:00:00Z,4646,,,,557.27,44.12332,41.029145,2/3/2012,8:37:44,
27,027-000000020,597,Office of Personnel Management(27),EPIC Transformation,230,New Base Technology,This project covers work done in 2011 to establish a new base technology for EPIC.,2008-01-10T00:00:00Z,2011-09-30T00:00:00Z,1358,2011-09-30T00:00:00Z,1358,2011-09-30T00:00:00Z,322.78,45.359,40.293,28/02/2012,8:41:30,
27,027-000000018,601,Office of Personnel Management(27),Enterprise Infrastructure Operations (EIO),513,EIO for 2011,This project is for all the milestones for 2011.,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,48.3,45.01,38.429175,25/01/2012,8:47:12,
27,027-000000020,597,Office of Personnel Management(27),EPIC Transformation,231,Legacy Migration,This project is the migration of the the new EPIC Transformation functionality to the EPIC O&M legacy environment.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,22.2935,22.2934,22.2934,28/02/2012,8:41:30,
27,027-000000010,593,Office of Personnel Management(27),Consolidated Business Information System (CBIS),1141,CBIS FY11 Tasks and Milestones,These dollars have been allocated for the completion of all planned FY11 tasks and milestones.,2009-01-10T00:00:00Z,2011-12-30T00:00:00Z,1084,2011-12-30T00:00:00Z,1084,2011-12-30T00:00:00Z,13.4,13.308513,13.308513,5/12/2011,8:42:42,
27,027-999990032,594,Office of Personnel Management(27),Human Resources Line of Business (HR LOB),176,Human Resources Line of Business,"The HR LOB drives improved HR solutions and services through the establishment of SSCs, service delivery models and strategies for agencies. HR LOB supports agencies in implementing strategic and consultative HR practices through migration of selected HR functions to SSCs consistent with the business model determined by the agency. HR LOB's role in defining the business model and functions while holding SSCs accountable for meeting agencies' needs is essential to improved services.",2005-03-10T00:00:00Z,2017-09-29T00:00:00Z,4585,,,,60.662272,13.19327,13.193201,30/04/2012,6:18:45,
27,027-000000052,872,Office of Personnel Management(27),USA Staffing System,179,USA Staffing for FY2011,This project is for FY2011 USA Staffing milestones not yet completed on September 2011.,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-10-14T00:00:00Z,11.364,11.364,11.775,30/01/2012,13:26:36,
27,027-000000053,600,Office of Personnel Management(27),USAJOBS,227,USAJOBS 3.0,USAJOBS is the federal job posting resource.,2010-01-10T00:00:00Z,2016-09-30T00:00:00Z,2454,,,,84,11.556,11.321564,23/08/2012,10:58:00,
27,027-000000019,598,Office of Personnel Management(27),EPIC Operations and Maintenance (O &amp; M),228,2012 Maintenance Patches,This project is to apply maintenance patches to the EPIC O&M investment.,2012-01-06T00:00:00Z,2012-09-30T00:00:00Z,267,2012-09-30T00:00:00Z,267,2012-09-30T00:00:00Z,10.282,10.282,10.282,28/06/2012,20:04:35,
27,027-000000010,593,Office of Personnel Management(27),Consolidated Business Information System (CBIS),1139,Operations and Maintenance,"These costs ensure that all facets of operations and maintenance activities of CBIS are performed. A non-exhaustive list of examples of the type of work to be performed under this task area include: Operational support, Software support, Network/hardware support, Technical support, Help desk assistance, IT service mgmt, server mgmt, software license mgmt,  Client/server operations, training, and logistics support.",2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,,,,4.29,4.287624,4.287624,5/12/2011,8:42:41,
27,027-000000020,597,Office of Personnel Management(27),EPIC Transformation,232,Post Deployment Stabilization,This project is for work done in the post deployment stabilization period after the migration of the EPIC Transformation new functionality to the legacy environment.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,4.084,4.084,4.084,16/09/2011,10:39:55,
27,027-000000052,872,Office of Personnel Management(27),USA Staffing System,180,FY12 Q4 Core USA Staffing System Update,FY12 Q4 Core USA Staffing System Update.,2012-02-04T00:00:00Z,2012-09-29T00:00:00Z,237,2012-09-29T00:00:00Z,237,2012-09-29T00:00:00Z,3.05,3.05,3.05,30/04/2012,6:18:45,
27,027-000000052,872,Office of Personnel Management(27),USA Staffing System,177,FY12 Q2 Core USA Staffing System Update,FY12 Q2 Core USA Staffing System Update.,2011-03-10T00:00:00Z,2012-03-31T00:00:00Z,386,2012-03-31T00:00:00Z,386,2012-03-31T00:00:00Z,2.984,2.984,2.686489,21/05/2012,6:29:38,
27,027-000000018,601,Office of Personnel Management(27),Enterprise Infrastructure Operations (EIO),511,DTP Second Generation,"This project is an upgrade to the  X/Open Distributed Transaction Processing (DTP) architecture defined standard that enables multiple application programs (APs) to share resources provided by multiple, and possibly different, resource managers (RMs). It coordinates the work between APs and RMs into global transactions.The Oracle XA library conforms to the X/Open software architecture's XA interface specification.",2011-03-10T00:00:00Z,2013-10-31T00:00:00Z,966,,,,1.22,1.22,1.22,2/3/2012,9:38:59,
27,027-000000010,593,Office of Personnel Management(27),Consolidated Business Information System (CBIS),1140,Critical Agency CBIS Tasks,"These tasks were mandated by the investment's Executive Steering Committee to address key task and priorities noted within the investment's revised vision to achieve 90- 95% functionality of the CBIS Phase 1 solution.  Currently, the agency has claimed success of the investment in achieving 75% functionality of the documented requirements.",2011-01-04T00:00:00Z,2011-10-14T00:00:00Z,282,2011-11-10T00:00:00Z,310,2011-11-10T00:00:00Z,0.865,0.864693,0.864693,5/12/2011,8:42:42,
27,027-000000018,601,Office of Personnel Management(27),Enterprise Infrastructure Operations (EIO),512,Citrix Phase II,The Citrix servers are being upgraded to improve the ability to handle telework employees.,2011-01-10T00:00:00Z,2013-12-31T00:00:00Z,1086,,,,0.706,0.706,0.706,2/3/2012,9:38:59,
27,027-000000052,872,Office of Personnel Management(27),USA Staffing System,187,FY12 EOD Update 1201*,FY12 EOD Update 1201*.,2011-04-10T00:00:00Z,2012-06-03T00:00:00Z,420,2012-06-03T00:00:00Z,420,2012-04-15T00:00:00Z,0.651,0.651,0.62643,21/05/2012,6:29:39,
27,027-000000010,593,Office of Personnel Management(27),Consolidated Business Information System (CBIS),1138,Acquistion Services,"These dollars were planned to cover costs incurred as a result of potential changes to the investment requirements.  Please note that while these costs are included, actual costs may be within a +/- 15 variance as anticipated for efforts of this type.",2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,,,,0.2,0.2,0.2,5/12/2011,8:42:41,
27,027-000000052,872,Office of Personnel Management(27),USA Staffing System,185,FY12 Continuity of Operations (COOP) Plan Test and Update,FY12 Continuity of Operations (COOP) Plan Test and Update.,2012-01-03T00:00:00Z,2012-03-31T00:00:00Z,87,2012-03-31T00:00:00Z,87,2012-04-27T00:00:00Z,0.025,0.025,0.02584,21/05/2012,6:29:38,
27,027-000000052,872,Office of Personnel Management(27),USA Staffing System,186,FY12 Contingency Plan Test and Update,FY12 Contingency Plan Test and Update.,2012-01-04T00:00:00Z,2012-04-30T00:00:00Z,116,2012-04-30T00:00:00Z,116,2012-04-30T00:00:00Z,0.015,0.015,0.016493,21/05/2012,6:29:39,
27,027-000000052,872,Office of Personnel Management(27),USA Staffing System,184,FY12 Q4 Oracle Security Patch (Database and Operating System),FY12 Q4 Oracle Security Patch (Database and Operating System).,2012-07-17T00:00:00Z,2012-08-31T00:00:00Z,45,,,,0.01,0.01,0.01,16/09/2011,7:16:37,
27,027-000000052,872,Office of Personnel Management(27),USA Staffing System,183,FY12 Q3 Oracle Security Patch (Database and Operating System),FY12 Q3 Oracle Security Patch (Database and Operating System).,2012-04-17T00:00:00Z,2012-05-31T00:00:00Z,44,2012-05-31T00:00:00Z,44,2012-02-06T00:00:00Z,0.01,0.01,0.009908,5/7/2012,6:23:00,
27,027-000000052,872,Office of Personnel Management(27),USA Staffing System,181,FY12 Q1 Oracle Security Patch (Database and Operating System),FY12 Q1 Oracle Security Patch (Database and Operating System).,2011-10-18T00:00:00Z,2011-11-30T00:00:00Z,43,2011-11-30T00:00:00Z,43,2011-03-12T00:00:00Z,0.01,0.01,0.0098,28/03/2012,6:20:38,
27,027-000000052,872,Office of Personnel Management(27),USA Staffing System,182,FY12 Q2 Oracle Security Patch (Database and Operating System),FY12 Q2 Oracle Security Patch (Database and Operating System).,2012-01-17T00:00:00Z,2012-02-29T00:00:00Z,43,2012-02-29T00:00:00Z,43,2012-03-03T00:00:00Z,0.01,0.01,0.009793,21/05/2012,6:29:38,
28,028-000007008,1098,Small Business Administration(28),OCIO: IT Infrastructure,1621,PROJ: ITI MSSS Hosting,"Provide acquisition, implementation, and hosting services for new hardware and software, as well as ongoing operations and maintenance of the LMAS-IIP environment and architecture.",2010-09-14T00:00:00Z,2018-09-28T00:00:00Z,2936,2012-09-28T00:00:00Z,745,2012-09-28T00:00:00Z,53.1308,12.2758,12.2758,31/07/2012,9:24:07,
28,028-000007008,1098,Small Business Administration(28),OCIO: IT Infrastructure,2949,PROJ: OCIO IT Support Services Acquisition,"This project captures the planning and acquisition activities related to the OCIO IT Support Services contract.  Upon contract award, this project's activities will transition into its Operations and Maintenance phase.",2012-02-14T00:00:00Z,2017-05-31T00:00:00Z,1932,,,,75,8.0375,8.0375,29/06/2012,9:05:28,
28,028-000007008,1098,Small Business Administration(28),OCIO: IT Infrastructure,1620,PROJ: ITI MSSS UnisysBridge,This project is the contingency for the Unisys contract.,2010-09-14T00:00:00Z,2012-12-14T00:00:00Z,822,2012-12-14T00:00:00Z,822,2012-12-14T00:00:00Z,8.028,8.028,8.028,31/07/2012,9:24:07,
28,028-000000100,465,Small Business Administration(28),OCPL: Business Gateway,973,PROJ: FY11-FY12 SBA.gov,"SBA plans further functional and technical improvements including a migration to cloud computing, creation of widgets and online access to SBA customer information.",2011-06-16T00:00:00Z,2012-09-28T00:00:00Z,470,2012-09-28T00:00:00Z,470,2012-09-28T00:00:00Z,5.696,5.6958,5.7382,31/07/2012,7:20:00,
28,028-000001004,461,Small Business Administration(28),OCA: Loan Accounting System (LAS),1461,PROJ: LAS Port,The LAS Port project is one of two projects initiated by the SBA to eliminate the agency's dependency on a Unisys mainframe for the operation of its 20 year old COBOL programs that comprise the Loan Accounting System.,2010-09-27T00:00:00Z,2018-09-28T00:00:00Z,2923,,,,5.534,3.9842,3.9932,31/08/2012,10:22:20,
28,028-000001004,461,Small Business Administration(28),OCA: Loan Accounting System (LAS),1457,PROJ: LAS Implement Improvements,Implement those enhancements identified from the analysis efforts conducted as part of  Root Cause Analysis Project.,2012-01-06T00:00:00Z,2013-07-30T00:00:00Z,570,,,,3.6407,3.6407,3.6407,29/06/2012,10:25:21,
